,,종목코드,종목명,현재가,전일대비기호,전일대비,등락률,이전거래량,현재거래량,급증량,급증률,종목분류,매도잔량,매수잔량,체결강도,횟수,거래량,전일비,거래회전율,거래금액,거래량(장중),전일비(장중),거래회전율(장중),거래금액(장중),거래량(장후),전일비(장후),거래회전율(장후),거래금액(장후),거래량(장전),전일비(장전),거래회전율(장전),거래금액(장전),기준가,기준대비,급등률,예상체결가,예상체결량,매도호가,매수호가,현재순위,전일순위,전일거래량,거래대금
가격 급등락 종목,47,307930,컴퍼니케이,+5190,2,+10,+0.19,,,,,27,,,,,32022,,,,,,,,,,,,,,,,5160,30,+0.58,,,,,,,,
가격 급등락 종목,48,530023,삼성 레버리지 China A50 선물 ETN(H),+34700,2,+380,+1.11,,,,,25,,,,,918,,,,,,,,,,,,,,,,34500,200,+0.58,,,,,,,,
가격 급등락 종목,49,131970,두산테스나,+26200,2,+150,+0.58,,,,,27,,,,,14434,,,,,,,,,,,,,,,,26050,150,+0.58,,,,,,,,
가격 급등락 종목,50,453450,그리드위즈,+17750,2,+260,+1.49,,,,,28,,,,,18610,,,,,,,,,,,,,,,,17650,100,+0.57,,,,,,,,
가격 급등락 종목,51,237690,에스티팜,+89000,2,+5800,+6.97,,,,,27,,,,,141888,,,,,,,,,,,,,,,,88500,500,+0.56,,,,,,,,
가격 급등락 종목,52,051160,지어소프트,-8930,5,-50,-0.56,,,,,27,,,,,5511,,,,,,,,,,,,,,,,8880,50,+0.56,,,,,,,,
가격 급등락 종목,53,448710,코츠테크놀로지,-16090,5,-100,-0.62,,,,,27,,,,,21529,,,,,,,,,,,,,,,,16000,90,+0.56,,,,,,,,
가격 급등락 종목,54,000520,삼일제약,+12600,2,+390,+3.19,,,,,28,,,,,134745,,,,,,,,,,,,,,,,12530,70,+0.56,,,,,,,,
가격 급등락 종목,55,066980,한성크린텍,-1800,5,-11,-0.61,,,,,0,,,,,36417,,,,,,,,,,,,,,,,1790,10,+0.56,,,,,,,,
가격 급등락 종목,56,458870,씨어스테크놀로지,+10810,2,+350,+3.35,,,,,28,,,,,63386,,,,,,,,,,,,,,,,10750,60,+0.56,,,,,,,,
가격 급등락 종목,57,465480,인스피언,+9090,2,+980,+12.08,,,,,28,,,,,1451760,,,,,,,,,,,,,,,,9040,50,+0.55,,,,,,,,
가격 급등락 종목,58,069620,대웅제약,+128800,2,+2700,+2.14,,,,,27,,,,,11494,,,,,,,,,,,,,,,,128100,700,+0.55,,,,,,,,
가격 급등락 종목,59,408900,스튜디오미르,-2830,5,-10,-0.35,,,,,27,,,,,54920,,,,,,,,,,,,,,,,2815,15,+0.53,,,,,,,,
가격 급등락 종목,60,064480,브리지텍,-5670,5,-80,-1.39,,,,,28,,,,,85372,,,,,,,,,,,,,,,,5640,30,+0.53,,,,,,,,
가격 급등락 종목,61,056090,시지메드텍,+1143,2,+24,+2.14,,,,,28,,,,,133846,,,,,,,,,,,,,,,,1137,6,+0.53,,,,,,,,
가격 급등락 종목,62,023530,롯데쇼핑,+57500,2,+1400,+2.50,,,,,27,,,,,36530,,,,,,,,,,,,,,,,57200,300,+0.52,,,,,,,,
가격 급등락 종목,63,314930,바이오다인,+17660,2,+110,+0.63,,,,,28,,,,,122382,,,,,,,,,,,,,,,,17570,90,+0.51,,,,,,,,
가격 급등락 종목,64,453340,현대그린푸드,-13830,5,-110,-0.79,,,,,27,,,,,24353,,,,,,,,,,,,,,,,13760,70,+0.51,,,,,,,,
가격 급등락 종목,65,417500,제이아이테크,+2975,2,+60,+2.06,,,,,27,,,,,22016,,,,,,,,,,,,,,,,2960,15,+0.51,,,,,,,,
가격 급등락 종목,66,009900,명신산업,+11980,2,+90,+0.76,,,,,27,,,,,20880,,,,,,,,,,,,,,,,11920,60,+0.50,,,,,,,,
가격 급등락 종목,67,039980,폴라리스AI,+3005,2,+80,+2.74,,,,,28,,,,,31966977,,,,,,,,,,,,,,,,2990,15,+0.50,,,,,,,,
가격 급등락 종목,68,232830,시큐센,+2010,2,+122,+6.46,,,,,25,,,,,315129,,,,,,,,,,,,,,,,2000,10,+0.50,,,,,,,,
가격 급등락 종목,69,257370,피엔티엠에스,+4025,2,+70,+1.77,,,,,25,,,,,6794,,,,,,,,,,,,,,,,4005,20,+0.50,,,,,,,,
가격 급등락 종목,70,454750,하나28호스팩,-2020,5,-10,-0.49,,,,,25,,,,,236,,,,,,,,,,,,,,,,2010,10,+0.50,,,,,,,,
가격 급등락 종목,71,336260,두산퓨얼셀,+18200,2,+1210,+7.12,,,,,27,,,,,596356,,,,,,,,,,,,,,,,18110,90,+0.50,,,,,,,,
가격 급등락 종목,72,260970,에스앤디,+30350,2,+250,+0.83,,,,,27,,,,,4727,,,,,,,,,,,,,,,,30200,150,+0.50,,,,,,,,
가격 급등락 종목,73,456010,아이씨티케이,-6080,5,-20,-0.33,,,,,28,,,,,122850,,,,,,,,,,,,,,,,6050,30,+0.50,,,,,,,,
가격 급등락 종목,74,219130,타이거일렉,14250,3,0,0.00,,,,,28,,,,,4574,,,,,,,,,,,,,,,,14180,70,+0.49,,,,,,,,
가격 급등락 종목,75,099220,SDN,+1033,2,+22,+2.18,,,,,0,,,,,913753,,,,,,,,,,,,,,,,1028,5,+0.49,,,,,,,,
가격 급등락 종목,76,322510,제이엘케이,-8300,5,-60,-0.72,,,,,25,,,,,126803,,,,,,,,,,,,,,,,8260,40,+0.48,,,,,,,,
가격 급등락 종목,77,002140,고려산업,+3115,2,+305,+10.85,,,,,28,,,,,9787173,,,,,,,,,,,,,,,,3100,15,+0.48,,,,,,,,
가격 급등락 종목,78,154030,아시아종묘,-2090,5,-20,-0.95,,,,,25,,,,,3238,,,,,,,,,,,,,,,,2080,10,+0.48,,,,,,,,
가격 급등락 종목,79,252990,샘씨엔에스,-4210,5,-20,-0.47,,,,,27,,,,,42089,,,,,,,,,,,,,,,,4190,20,+0.48,,,,,,,,
가격 급등락 종목,80,147760,피엠티,-3185,5,-20,-0.62,,,,,0,,,,,9394,,,,,,,,,,,,,,,,3170,15,+0.47,,,,,,,,
가격 급등락 종목,81,087010,펩트론,+85200,2,+5500,+6.90,,,,,25,,,,,898593,,,,,,,,,,,,,,,,84800,400,+0.47,,,,,,,,
가격 급등락 종목,82,397030,에이프릴바이오,+17060,2,+660,+4.02,,,,,27,,,,,233345,,,,,,,,,,,,,,,,16980,80,+0.47,,,,,,,,
가격 급등락 종목,83,088910,동우팜투테이블,+1920,2,+25,+1.32,,,,,28,,,,,32421,,,,,,,,,,,,,,,,1911,9,+0.47,,,,,,,,
가격 급등락 종목,84,007660,이수페타시스,+21700,2,+100,+0.46,,,,,27,,,,,308076,,,,,,,,,,,,,,,,21600,100,+0.46,,,,,,,,
가격 급등락 종목,85,211050,인카금융서비스,+6560,2,+290,+4.63,,,,,27,,,,,225487,,,,,,,,,,,,,,,,6530,30,+0.46,,,,,,,,
가격 급등락 종목,86,333620,엔시스,+8810,2,+140,+1.61,,,,,27,,,,,6990,,,,,,,,,,,,,,,,8770,40,+0.46,,,,,,,,
가격 급등락 종목,87,177350,베셀,-223,5,-5,-2.19,,,,,15,,,,,3682228,,,,,,,,,,,,,,,,222,1,+0.45,,,,,,,,
가격 급등락 종목,88,099440,스맥,-3350,5,-25,-0.74,,,,,27,,,,,134813,,,,,,,,,,,,,,,,3335,15,+0.45,,,,,,,,
가격 급등락 종목,89,007680,대원,+4485,2,+145,+3.34,,,,,25,,,,,77633,,,,,,,,,,,,,,,,4465,20,+0.45,,,,,,,,
가격 급등락 종목,90,016450,한세예스24홀딩스,+4490,2,+45,+1.01,,,,,28,,,,,24623,,,,,,,,,,,,,,,,4470,20,+0.45,,,,,,,,
가격 급등락 종목,91,041830,인바디,+22600,2,+100,+0.44,,,,,27,,,,,2879,,,,,,,,,,,,,,,,22500,100,+0.44,,,,,,,,
가격 급등락 종목,92,010130,고려아연,+1160000,2,+141000,+13.84,,,,,25,,,,,35601,,,,,,,,,,,,,,,,1155000,5000,+0.43,,,,,,,,
가격 급등락 종목,93,058730,다스코,-3490,5,-100,-2.79,,,,,28,,,,,187219,,,,,,,,,,,,,,,,3475,15,+0.43,,,,,,,,
가격 급등락 종목,94,006880,신송홀딩스,+7030,2,+30,+0.43,,,,,28,,,,,167216,,,,,,,,,,,,,,,,7000,30,+0.43,,,,,,,,
가격 급등락 종목,95,377740,바이오노트,+4720,2,+30,+0.64,,,,,27,,,,,7580,,,,,,,,,,,,,,,,4700,20,+0.43,,,,,,,,
가격 급등락 종목,96,419080,엔젯,-9510,5,-210,-2.16,,,,,27,,,,,3588,,,,,,,,,,,,,,,,9470,40,+0.42,,,,,,,,
가격 급등락 종목,97,285800,진영,-2395,5,-5,-0.21,,,,,28,,,,,3998,,,,,,,,,,,,,,,,2385,10,+0.42,,,,,,,,
가격 급등락 종목,98,377030,맥스트,+1437,2,+11,+0.77,,,,,25,,,,,129374,,,,,,,,,,,,,,,,1431,6,+0.42,,,,,,,,
가격 급등락 종목,99,217730,강스템바이오텍,-2400,5,-120,-4.76,,,,,25,,,,,707692,,,,,,,,,,,,,,,,2390,10,+0.42,,,,,,,,
가격 급등락 종목,100,048470,대동스틸,3620,3,0,0.00,,,,,0,,,,,43525,,,,,,,,,,,,,,,,3605,15,+0.42,,,,,,,,
가격 급등락 종목,101,253450,스튜디오드래곤,-48550,5,-850,-1.72,,,,,27,,,,,43277,,,,,,,,,,,,,,,,48350,200,+0.41,,,,,,,,
가격 급등락 종목,102,311390,네오크레마,-7400,5,-20,-0.27,,,,,0,,,,,463,,,,,,,,,,,,,,,,7370,30,+0.41,,,,,,,,
가격 급등락 종목,103,006040,동원산업,+37050,2,+1850,+5.26,,,,,27,,,,,42608,,,,,,,,,,,,,,,,36900,150,+0.41,,,,,,,,
가격 급등락 종목,104,012330,현대모비스,+247000,2,+1000,+0.41,,,,,27,,,,,40200,,,,,,,,,,,,,,,,246000,1000,+0.41,,,,,,,,
가격 급등락 종목,105,464920,PLUS 일본반도체소부장,-12430,5,-30,-0.24,,,,,20,,,,,694,,,,,,,,,,,,,,,,12380,50,+0.40,,,,,,,,
가격 급등락 종목,106,032580,피델릭스,-1245,5,-19,-1.50,,,,,28,,,,,128678,,,,,,,,,,,,,,,,1240,5,+0.40,,,,,,,,
가격 급등락 종목,107,411080,샌즈랩,-7560,5,-90,-1.18,,,,,27,,,,,164542,,,,,,,,,,,,,,,,7530,30,+0.40,,,,,,,,
가격 급등락 종목,108,086960,MDS테크,+1010,2,+16,+1.61,,,,,0,,,,,231416,,,,,,,,,,,,,,,,1006,4,+0.40,,,,,,,,
가격 급등락 종목,109,204480,TIGER 차이나CSI300레버리지(합성),+17900,2,+80,+0.45,,,,,20,,,,,4485,,,,,,,,,,,,,,,,17830,70,+0.39,,,,,,,,
가격 급등락 종목,110,131100,티엔엔터테인먼트,+1537,2,+23,+1.52,,,,,25,,,,,9972,,,,,,,,,,,,,,,,1531,6,+0.39,,,,,,,,
가격 급등락 종목,111,263700,케어랩스,+2580,2,+40,+1.57,,,,,0,,,,,7815,,,,,,,,,,,,,,,,2570,10,+0.39,,,,,,,,
가격 급등락 종목,112,278470,에이피알,+51600,2,+400,+0.78,,,,,27,,,,,81813,,,,,,,,,,,,,,,,51400,200,+0.39,,,,,,,,
가격 급등락 종목,113,434480,모니터랩,-3875,5,-10,-0.26,,,,,28,,,,,53787,,,,,,,,,,,,,,,,3860,15,+0.39,,,,,,,,
가격 급등락 종목,114,030530,원익홀딩스,-2600,5,-60,-2.26,,,,,27,,,,,391059,,,,,,,,,,,,,,,,2590,10,+0.39,,,,,,,,
가격 급등락 종목,115,091340,S&K폴리텍,+2625,2,+25,+0.96,,,,,25,,,,,4480,,,,,,,,,,,,,,,,2615,10,+0.38,,,,,,,,
가격 급등락 종목,116,306040,에스제이그룹,+5250,2,+70,+1.35,,,,,28,,,,,4558,,,,,,,,,,,,,,,,5230,20,+0.38,,,,,,,,
가격 급등락 종목,117,242040,나무기술,-1576,5,-13,-0.82,,,,,28,,,,,47230,,,,,,,,,,,,,,,,1570,6,+0.38,,,,,,,,
가격 급등락 종목,118,355150,코스텍시스,+5310,2,+50,+0.95,,,,,0,,,,,3164,,,,,,,,,,,,,,,,5290,20,+0.38,,,,,,,,
가격 급등락 종목,119,064350,현대로템,+53200,2,+1200,+2.31,,,,,27,,,,,985334,,,,,,,,,,,,,,,,53000,200,+0.38,,,,,,,,
가격 급등락 종목,120,101670,하이드로리튬,-2670,5,-45,-1.66,,,,,15,,,,,3153324,,,,,,,,,,,,,,,,2660,10,+0.38,,,,,,,,
가격 급등락 종목,121,001755,한양증권우,-13390,5,-10,-0.07,,,,,25,,,,,712,,,,,,,,,,,,,,,,13340,50,+0.37,,,,,,,,
가격 급등락 종목,122,372330,KODEX 차이나항셍테크,+6740,2,+85,+1.28,,,,,20,,,,,45841,,,,,,,,,,,,,,,,6715,25,+0.37,,,,,,,,
가격 급등락 종목,123,007980,TP,+1365,2,+2,+0.15,,,,,0,,,,,65897,,,,,,,,,,,,,,,,1360,5,+0.37,,,,,,,,
가격 급등락 종목,124,208370,셀바스헬스케어,+5480,2,+665,+13.81,,,,,27,,,,,7926920,,,,,,,,,,,,,,,,5460,20,+0.37,,,,,,,,
가격 급등락 종목,125,357230,에이치피오,-2740,5,-20,-0.72,,,,,28,,,,,11366,,,,,,,,,,,,,,,,2730,10,+0.37,,,,,,,,
가격 급등락 종목,126,013810,스페코,-4165,5,-35,-0.83,,,,,0,,,,,93720,,,,,,,,,,,,,,,,4150,15,+0.36,,,,,,,,
가격 급등락 종목,127,003960,사조대림,+41950,2,+1600,+3.97,,,,,27,,,,,9643,,,,,,,,,,,,,,,,41800,150,+0.36,,,,,,,,
가격 급등락 종목,128,322180,티라유텍,-5760,5,-20,-0.35,,,,,25,,,,,16756,,,,,,,,,,,,,,,,5740,20,+0.35,,,,,,,,
가격 급등락 종목,129,199480,뱅크웨어글로벌,-5800,5,-100,-1.69,,,,,28,,,,,124673,,,,,,,,,,,,,,,,5780,20,+0.35,,,,,,,,
가격 급등락 종목,130,000490,대동,+11610,2,+400,+3.57,,,,,27,,,,,3748280,,,,,,,,,,,,,,,,11570,40,+0.35,,,,,,,,
가격 급등락 종목,131,029780,삼성카드,+43600,2,+1200,+2.83,,,,,27,,,,,35449,,,,,,,,,,,,,,,,43450,150,+0.35,,,,,,,,
가격 급등락 종목,132,027740,마니커,+875,2,+2,+0.23,,,,,25,,,,,29188,,,,,,,,,,,,,,,,872,3,+0.34,,,,,,,,
가격 급등락 종목,133,007370,진양제약,+5920,2,+70,+1.20,,,,,28,,,,,35781,,,,,,,,,,,,,,,,5900,20,+0.34,,,,,,,,
가격 급등락 종목,134,117460,KODEX 에너지화학,+10360,2,+85,+0.83,,,,,19,,,,,28356,,,,,,,,,,,,,,,,10325,35,+0.34,,,,,,,,
가격 급등락 종목,135,052020,에스티큐브,+5950,2,+70,+1.19,,,,,14,,,,,65029,,,,,,,,,,,,,,,,5930,20,+0.34,,,,,,,,
가격 급등락 종목,136,337930,브랜드엑스코퍼레이션,-5960,5,-130,-2.13,,,,,27,,,,,181474,,,,,,,,,,,,,,,,5940,20,+0.34,,,,,,,,
가격 급등락 종목,137,321820,아티스트유나이티드,+17920,2,+690,+4.00,,,,,25,,,,,227229,,,,,,,,,,,,,,,,17860,60,+0.34,,,,,,,,
가격 급등락 종목,138,047770,코데즈컴바인,-1509,5,-41,-2.65,,,,,28,,,,,332126,,,,,,,,,,,,,,,,1504,5,+0.33,,,,,,,,
가격 급등락 종목,139,047810,한국항공우주,+60400,2,+1100,+1.85,,,,,27,,,,,271029,,,,,,,,,,,,,,,,60200,200,+0.33,,,,,,,,
가격 급등락 종목,140,099750,이지케어텍,+18220,2,+1180,+6.92,,,,,0,,,,,36726,,,,,,,,,,,,,,,,18160,60,+0.33,,,,,,,,
가격 급등락 종목,141,002410,범양건영,-3060,5,-220,-6.71,,,,,17,,,,,1765650,,,,,,,,,,,,,,,,3050,10,+0.33,,,,,,,,
가격 급등락 종목,142,084110,휴온스글로벌,+30700,2,+1150,+3.89,,,,,27,,,,,25071,,,,,,,,,,,,,,,,30600,100,+0.33,,,,,,,,
가격 급등락 종목,143,148150,세경하이테크,-6150,5,-50,-0.81,,,,,27,,,,,57514,,,,,,,,,,,,,,,,6130,20,+0.33,,,,,,,,
가격 급등락 종목,144,023590,다우기술,+18480,2,+130,+0.71,,,,,27,,,,,15071,,,,,,,,,,,,,,,,18420,60,+0.33,,,,,,,,
가격 급등락 종목,145,037370,EG,-6260,5,-120,-1.88,,,,,25,,,,,14147,,,,,,,,,,,,,,,,6240,20,+0.32,,,,,,,,
가격 급등락 종목,146,086280,현대글로비스,-125400,5,-900,-0.71,,,,,27,,,,,31127,,,,,,,,,,,,,,,,125000,400,+0.32,,,,,,,,
가격 급등락 종목,147,446540,메가터치,-3175,5,-25,-0.78,,,,,27,,,,,24039,,,,,,,,,,,,,,,,3165,10,+0.32,,,,,,,,
가격 급등락 종목,148,281820,케이씨텍,-31900,5,-800,-2.45,,,,,27,,,,,7650,,,,,,,,,,,,,,,,31800,100,+0.31,,,,,,,,
가격 급등락 종목,149,051900,LG생활건강,320500,3,0,0.00,,,,,27,,,,,7146,,,,,,,,,,,,,,,,319500,1000,+0.31,,,,,,,,
가격 급등락 종목,150,204450,KODEX 차이나H레버리지(H),+1923,2,+32,+1.69,,,,,20,,,,,137533,,,,,,,,,,,,,,,,1917,6,+0.31,,,,,,,,
가격 급등락 종목,151,168360,펨트론,-6530,5,-320,-4.67,,,,,0,,,,,257981,,,,,,,,,,,,,,,,6510,20,+0.31,,,,,,,,
가격 급등락 종목,152,241180,TIGER 일본니케이225,+21220,2,+10,+0.05,,,,,23,,,,,1603,,,,,,,,,,,,,,,,21155,65,+0.31,,,,,,,,
가격 급등락 종목,153,445680,큐리옥스바이오시스템즈,+19660,2,+170,+0.87,,,,,0,,,,,48085,,,,,,,,,,,,,,,,19600,60,+0.31,,,,,,,,
가격 급등락 종목,154,004870,티웨이홀딩스,+659,2,+10,+1.54,,,,,25,,,,,412267,,,,,,,,,,,,,,,,657,2,+0.30,,,,,,,,
가격 급등락 종목,155,175330,JB금융지주,+19890,2,+640,+3.32,,,,,27,,,,,172676,,,,,,,,,,,,,,,,19830,60,+0.30,,,,,,,,
가격 급등락 종목,156,440110,파두,-16570,5,-220,-1.31,,,,,25,,,,,43792,,,,,,,,,,,,,,,,16520,50,+0.30,,,,,,,,
가격 급등락 종목,157,317330,덕산테코피아,+33200,2,+550,+1.68,,,,,27,,,,,38894,,,,,,,,,,,,,,,,33100,100,+0.30,,,,,,,,
가격 급등락 종목,158,047050,포스코인터내셔널,49850,3,0,0.00,,,,,27,,,,,102669,,,,,,,,,,,,,,,,49700,150,+0.30,,,,,,,,
가격 급등락 종목,159,226330,신테카바이오,+6940,2,+410,+6.28,,,,,25,,,,,179998,,,,,,,,,,,,,,,,6920,20,+0.29,,,,,,,,
가격 급등락 종목,160,021240,코웨이,+69500,2,+1500,+2.21,,,,,27,,,,,46854,,,,,,,,,,,,,,,,69300,200,+0.29,,,,,,,,
가격 급등락 종목,161,114190,강원에너지,-10530,5,-50,-0.47,,,,,27,,,,,18165,,,,,,,,,,,,,,,,10500,30,+0.29,,,,,,,,
가격 급등락 종목,162,050090,비케이홀딩스,+708,2,+8,+1.14,,,,,25,,,,,92504,,,,,,,,,,,,,,,,706,2,+0.28,,,,,,,,
가격 급등락 종목,163,181710,NHN,+17710,2,+520,+3.03,,,,,27,,,,,96860,,,,,,,,,,,,,,,,17660,50,+0.28,,,,,,,,
가격 급등락 종목,164,000210,DL,+35500,2,+550,+1.57,,,,,27,,,,,13868,,,,,,,,,,,,,,,,35400,100,+0.28,,,,,,,,
가격 급등락 종목,165,004000,롯데정밀화학,+35750,2,+600,+1.71,,,,,27,,,,,107233,,,,,,,,,,,,,,,,35650,100,+0.28,,,,,,,,
가격 급등락 종목,166,300640,RISE 게임테마,+8940,2,+165,+1.88,,,,,19,,,,,14775,,,,,,,,,,,,,,,,8915,25,+0.28,,,,,,,,
가격 급등락 종목,167,002710,TCC스틸,+35900,2,+450,+1.27,,,,,28,,,,,56786,,,,,,,,,,,,,,,,35800,100,+0.28,,,,,,,,
가격 급등락 종목,168,215380,우정바이오,+1795,2,+30,+1.70,,,,,25,,,,,43117,,,,,,,,,,,,,,,,1790,5,+0.28,,,,,,,,
가격 급등락 종목,169,020560,아시아나항공,+10960,2,+20,+0.18,,,,,25,,,,,50706,,,,,,,,,,,,,,,,10930,30,+0.27,,,,,,,,
가격 급등락 종목,170,028300,HLB,-73400,5,-1400,-1.87,,,,,25,,,,,332922,,,,,,,,,,,,,,,,73200,200,+0.27,,,,,,,,
가격 급등락 종목,171,053980,오상자이엘,+3690,2,+20,+0.54,,,,,28,,,,,26312,,,,,,,,,,,,,,,,3680,10,+0.27,,,,,,,,
가격 급등락 종목,172,457190,이수스페셜티케미컬,+37100,2,+650,+1.78,,,,,27,,,,,101261,,,,,,,,,,,,,,,,37000,100,+0.27,,,,,,,,
가격 급등락 종목,173,395290,HANARO Fn K-POP&미디어,+7435,2,+45,+0.61,,,,,19,,,,,202844,,,,,,,,,,,,,,,,7415,20,+0.27,,,,,,,,
가격 급등락 종목,174,001420,태원물산,+3790,2,+10,+0.26,,,,,25,,,,,932,,,,,,,,,,,,,,,,3780,10,+0.26,,,,,,,,
가격 급등락 종목,175,005250,녹십자홀딩스,+15220,2,+540,+3.68,,,,,27,,,,,43203,,,,,,,,,,,,,,,,15180,40,+0.26,,,,,,,,
가격 급등락 종목,176,205100,엑셈,-1905,5,-23,-1.19,,,,,27,,,,,175849,,,,,,,,,,,,,,,,1900,5,+0.26,,,,,,,,
가격 급등락 종목,177,036830,솔브레인홀딩스,-38200,5,-900,-2.30,,,,,27,,,,,18783,,,,,,,,,,,,,,,,38100,100,+0.26,,,,,,,,
가격 급등락 종목,178,005500,삼진제약,-19150,5,-20,-0.10,,,,,0,,,,,5009,,,,,,,,,,,,,,,,19100,50,+0.26,,,,,,,,
가격 급등락 종목,179,263770,유에스티,+1947,2,+8,+0.41,,,,,28,,,,,4607,,,,,,,,,,,,,,,,1942,5,+0.26,,,,,,,,
가격 급등락 종목,180,009450,경동나비엔,+78600,2,+500,+0.64,,,,,27,,,,,11009,,,,,,,,,,,,,,,,78400,200,+0.26,,,,,,,,
가격 급등락 종목,181,291810,핀텔,+1969,2,+106,+5.69,,,,,25,,,,,336442,,,,,,,,,,,,,,,,1964,5,+0.25,,,,,,,,
가격 급등락 종목,182,082800,비보존 제약,+7880,2,+90,+1.16,,,,,25,,,,,710325,,,,,,,,,,,,,,,,7860,20,+0.25,,,,,,,,
가격 급등락 종목,183,105740,디케이락,-7950,5,-150,-1.85,,,,,28,,,,,34626,,,,,,,,,,,,,,,,7930,20,+0.25,,,,,,,,
가격 급등락 종목,184,180640,한진칼,+79500,2,+200,+0.25,,,,,27,,,,,25711,,,,,,,,,,,,,,,,79300,200,+0.25,,,,,,,,
가격 급등락 종목,185,117730,티로보틱스,-7960,5,-180,-2.21,,,,,25,,,,,87831,,,,,,,,,,,,,,,,7940,20,+0.25,,,,,,,,
가격 급등락 종목,186,204620,글로벌텍스프리,-3980,5,-95,-2.33,,,,,27,,,,,221961,,,,,,,,,,,,,,,,3970,10,+0.25,,,,,,,,
가격 급등락 종목,187,484130,하나34호스팩,2015,3,0,0.00,,,,,25,,,,,17720,,,,,,,,,,,,,,,,2010,5,+0.25,,,,,,,,
가격 급등락 종목,188,111770,영원무역,-40450,5,-500,-1.22,,,,,27,,,,,13974,,,,,,,,,,,,,,,,40350,100,+0.25,,,,,,,,
가격 급등락 종목,189,383310,에코프로에이치엔,-40500,5,-100,-0.25,,,,,27,,,,,20197,,,,,,,,,,,,,,,,40400,100,+0.25,,,,,,,,
가격 급등락 종목,190,035420,NAVER,203000,3,0,0.00,,,,,27,,,,,722210,,,,,,,,,,,,,,,,202500,500,+0.25,,,,,,,,
가격 급등락 종목,191,051915,LG화학우,+203000,2,+500,+0.25,,,,,27,,,,,7235,,,,,,,,,,,,,,,,202500,500,+0.25,,,,,,,,
가격 급등락 종목,192,079550,LIG넥스원,+204000,2,+4000,+2.00,,,,,27,,,,,63083,,,,,,,,,,,,,,,,203500,500,+0.25,,,,,,,,
가격 급등락 종목,193,081660,휠라홀딩스,-40850,5,-150,-0.37,,,,,27,,,,,17708,,,,,,,,,,,,,,,,40750,100,+0.25,,,,,,,,
가격 급등락 종목,194,024910,경창산업,+2045,2,+5,+0.25,,,,,28,,,,,19466,,,,,,,,,,,,,,,,2040,5,+0.25,,,,,,,,
가격 급등락 종목,195,082920,비츠로셀,-20450,5,-400,-1.92,,,,,27,,,,,43455,,,,,,,,,,,,,,,,20400,50,+0.25,,,,,,,,
가격 급등락 종목,196,075580,세진중공업,-8190,5,-230,-2.73,,,,,27,,,,,202966,,,,,,,,,,,,,,,,8170,20,+0.24,,,,,,,,
가격 급등락 종목,197,364960,TIGER BBIG,+6250,2,+55,+0.89,,,,,19,,,,,21919,,,,,,,,,,,,,,,,6235,15,+0.24,,,,,,,,
가격 급등락 종목,198,248070,솔루엠,+21150,2,+100,+0.48,,,,,27,,,,,36231,,,,,,,,,,,,,,,,21100,50,+0.24,,,,,,,,
가격 급등락 종목,199,340360,다보링크,+2125,2,+30,+1.43,,,,,25,,,,,882503,,,,,,,,,,,,,,,,2120,5,+0.24,,,,,,,,
예상 체결 등락률 상위 종목,0,489730,디비금융제13호스팩,,2,+1170,+58.50,,,,,,433,155,,,,,,,,,,,,,,,,,,,2000,,,+3170,2431985,+3375,+3370,,,,
예상 체결 등락률 상위 종목,1,500055,신한 인버스 Russell 2000 ETN,,2,+830,+10.36,,,,,,9945,6339,,,,,,,,,,,,,,,,,,,8855,,,-8840,6,-8840,-8835,,,,
예상 체결 등락률 상위 종목,2,610054,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),,2,+6175,+9.72,,,,,,31,1,,,,,,,,,,,,,,,,,,,63535,,,+69710,1,+69570,+69550,,,,
예상 체결 등락률 상위 종목,3,580046,KB 블룸버그 인버스2X 천연가스선물 ETN(H),,2,+6140,+9.71,,,,,,101,968,,,,,,,,,,,,,,,,,,,63260,,,+69400,56,+69140,+68965,,,,
예상 체결 등락률 상위 종목,4,570084,한투 블룸버그 인버스 2X 천연가스선물 ETN,,2,+5830,+9.43,,,,,,2,4852,,,,,,,,,,,,,,,,,,,61825,,,+67655,287,+67600,+67505,,,,
예상 체결 등락률 상위 종목,5,510029,대신 S&P 인버스 2X 천연가스 선물 ETN,,2,+5725,+9.28,,,,,,1,151,,,,,,,,,,,,,,,,,,,61680,,,+67405,5,+67365,+67220,,,,
예상 체결 등락률 상위 종목,6,530102,삼성 인버스 2X 천연가스 선물 ETN C,,2,+6105,+9.14,,,,,,32,45,,,,,,,,,,,,,,,,,,,66815,,,+72920,5231,+72800,+72760,,,,
예상 체결 등락률 상위 종목,7,115500,케이씨에스,,2,+620,+7.86,,,,,,18,1075,,,,,,,,,,,,,,,,,,,7890,,,+8510,92053,+8100,+8090,,,,
예상 체결 등락률 상위 종목,8,158430,아톤,,2,+410,+7.21,,,,,,2402,1332,,,,,,,,,,,,,,,,,,,5690,,,+6100,272155,-5640,-5620,,,,
예상 체결 등락률 상위 종목,9,389650,넥스트바이오메디컬,,2,+2900,+7.06,,,,,,355,544,,,,,,,,,,,,,,,,,,,37200,,,+43950,50473,+45550,+45500,,,,
예상 체결 등락률 상위 종목,10,520077,미래에셋 -1.5X 천연가스 선물 ETN,,2,+1910,+7.04,,,,,,29991,1,,,,,,,,,,,,,,,,,,,27140,,,+29050,1,+29045,+29020,,,,
